"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"12/16/2024","AQS","250170010","3","9.9","ug/m3 LC","52","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/17/2024","AQS","250170010","3","3.5","ug/m3 LC","19","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/18/2024","AQS","250170010","3","5.6","ug/m3 LC","31","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/19/2024","AQS","250170010","3","3.3","ug/m3 LC","18","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/20/2024","AQS","250170010","3","3.5","ug/m3 LC","19","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/21/2024","AQS","250170010","3","3","ug/m3 LC","17","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/22/2024","AQS","250170010","3","3.3","ug/m3 LC","18","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/23/2024","AQS","250170010","3","6.1","ug/m3 LC","34","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/24/2024","AQS","250170010","3","7.4","ug/m3 LC","41","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/25/2024","AQS","250170010","3","6.7","ug/m3 LC","37","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/26/2024","AQS","250170010","3","7","ug/m3 LC","39","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/27/2024","AQS","250170010","3","15.5","ug/m3 LC","63","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/28/2024","AQS","250170010","3","14.8","ug/m3 LC","62","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/29/2024","AQS","250170010","3","15.1","ug/m3 LC","62","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/30/2024","AQS","250170010","3","4.6","ug/m3 LC","26","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"12/31/2024","AQS","250170010","3","4.2","ug/m3 LC","23","ChelmsfordNR","3","300.0000","88101","PM2.5 - Local Conditions","170","Met One BAM-1020 Mass Monitor w/VSCC","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.6120846820042","-71.3069864063041"
"01/01/2024","AQS","250212005","3","5.6","ug/m3 LC","31","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/02/2024","AQS","250212005","3","6.3","ug/m3 LC","35","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/03/2024","AQS","250212005","3","6.6","ug/m3 LC","37","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/04/2024","AQS","250212005","3","4.3","ug/m3 LC","24","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/05/2024","AQS","250212005","3","2.6","ug/m3 LC","14","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/06/2024","AQS","250212005","3","7.8","ug/m3 LC","43","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/07/2024","AQS","250212005","3","2.9","ug/m3 LC","16","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/08/2024","AQS","250212005","3","4.7","ug/m3 LC","26","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/09/2024","AQS","250212005","3","6.7","ug/m3 LC","37","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/10/2024","AQS","250212005","3","2.9","ug/m3 LC","16","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/11/2024","AQS","250212005","3","2.7","ug/m3 LC","15","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/12/2024","AQS","250212005","3","5.4","ug/m3 LC","30","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/13/2024","AQS","250212005","3","4","ug/m3 LC","22","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/14/2024","AQS","250212005","3","2.9","ug/m3 LC","16","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/15/2024","AQS","250212005","3","4.4","ug/m3 LC","24","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/16/2024","AQS","250212005","3","3.9","ug/m3 LC","22","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/17/2024","AQS","250212005","3","5.2","ug/m3 LC","29","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/18/2024","AQS","250212005","3","6.2","ug/m3 LC","34","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/19/2024","AQS","250212005","3","7.1","ug/m3 LC","39","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/20/2024","AQS","250212005","3","3.7","ug/m3 LC","21","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/21/2024","AQS","250212005","3","3.5","ug/m3 LC","19","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/22/2024","AQS","250212005","3","4.8","ug/m3 LC","27","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/23/2024","AQS","250212005","3","8","ug/m3 LC","44","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/24/2024","AQS","250212005","3","9.4","ug/m3 LC","52","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/25/2024","AQS","250212005","3","4.4","ug/m3 LC","24","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/26/2024","AQS","250212005","3","2.5","ug/m3 LC","14","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/27/2024","AQS","250212005","3","4.1","ug/m3 LC","23","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/28/2024","AQS","250212005","3","4.1","ug/m3 LC","23","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/29/2024","AQS","250212005","3","2.5","ug/m3 LC","14","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/30/2024","AQS","250212005","3","3.5","ug/m3 LC","19","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"01/31/2024","AQS","250212005","3","4.7","ug/m3 LC","26","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/01/2024","AQS","250212005","3","9.7","ug/m3 LC","52","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/02/2024","AQS","250212005","3","12.5","ug/m3 LC","57","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/03/2024","AQS","250212005","3","3","ug/m3 LC","17","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/04/2024","AQS","250212005","3","3.2","ug/m3 LC","18","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/05/2024","AQS","250212005","3","2.6","ug/m3 LC","14","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/06/2024","AQS","250212005","3","3.3","ug/m3 LC","18","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/07/2024","AQS","250212005","3","4.7","ug/m3 LC","26","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/08/2024","AQS","250212005","3","7.2","ug/m3 LC","40","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/09/2024","AQS","250212005","3","5.6","ug/m3 LC","31","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/10/2024","AQS","250212005","3","9.2","ug/m3 LC","51","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/11/2024","AQS","250212005","3","3.5","ug/m3 LC","19","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/12/2024","AQS","250212005","3","3.8","ug/m3 LC","21","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/13/2024","AQS","250212005","3","3.8","ug/m3 LC","21","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/14/2024","AQS","250212005","3","2.5","ug/m3 LC","14","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/15/2024","AQS","250212005","3","2.1","ug/m3 LC","12","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/16/2024","AQS","250212005","3","3.5","ug/m3 LC","19","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/17/2024","AQS","250212005","3","3","ug/m3 LC","17","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/18/2024","AQS","250212005","3","5","ug/m3 LC","28","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/19/2024","AQS","250212005","3","3.7","ug/m3 LC","21","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/20/2024","AQS","250212005","3","3.2","ug/m3 LC","18","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/21/2024","AQS","250212005","3","5.4","ug/m3 LC","30","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/22/2024","AQS","250212005","3","6.2","ug/m3 LC","34","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/23/2024","AQS","250212005","3","8","ug/m3 LC","44","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/24/2024","AQS","250212005","3","6.3","ug/m3 LC","35","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/25/2024","AQS","250212005","3","2.9","ug/m3 LC","16","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/26/2024","AQS","250212005","3","4.8","ug/m3 LC","27","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/27/2024","AQS","250212005","3","6.8","ug/m3 LC","38","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/28/2024","AQS","250212005","3","6.3","ug/m3 LC","35","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"02/29/2024","AQS","250212005","3","1.8","ug/m3 LC","10","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/01/2024","AQS","250212005","3","3.8","ug/m3 LC","21","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/02/2024","AQS","250212005","3","4","ug/m3 LC","22","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/03/2024","AQS","250212005","3","2.6","ug/m3 LC","14","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/04/2024","AQS","250212005","3","4","ug/m3 LC","22","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/05/2024","AQS","250212005","3","3.1","ug/m3 LC","17","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/06/2024","AQS","250212005","3","5.6","ug/m3 LC","31","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/07/2024","AQS","250212005","3","3","ug/m3 LC","17","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/08/2024","AQS","250212005","3","3.9","ug/m3 LC","22","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/09/2024","AQS","250212005","3","6.6","ug/m3 LC","37","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/10/2024","AQS","250212005","3","1.3","ug/m3 LC","7","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/11/2024","AQS","250212005","3","1.1","ug/m3 LC","6","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/12/2024","AQS","250212005","3","1.9","ug/m3 LC","11","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/13/2024","AQS","250212005","3","2.7","ug/m3 LC","15","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/14/2024","AQS","250212005","3","4.5","ug/m3 LC","25","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/15/2024","AQS","250212005","3","4.3","ug/m3 LC","24","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/16/2024","AQS","250212005","3","4.8","ug/m3 LC","27","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/17/2024","AQS","250212005","3","4.2","ug/m3 LC","23","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/18/2024","AQS","250212005","3","2.3","ug/m3 LC","13","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/19/2024","AQS","250212005","3","2.1","ug/m3 LC","12","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
"03/20/2024","AQS","250212005","3","4.3","ug/m3 LC","24","","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","021","Norfolk","42.241229","-70.963346"
